"";"year";"ifs";"pop";"rgdpmad";"rgdppc";"rconpc";"gdp";"iy";"cpi";"ca";"imports";"exports";"narrowm";"money";"stir";"ltrate";"debtgdp";"revenue";"expenditure";"xrusd";"peg";"peg_strict";"crisisJST";"tloans";"tmort";"thh";"tbus";"hpnom";"peg_type";"peg_base";"eq_tr";"housing_tr";"bond_tr";"bill_rate";"rent_ipolated";"housing_capgain_ipolated";"housing_capgain";"housing_rent_rtn";"housing_rent_yd";"eq_capgain";"eq_dp";"eq_capgain_interp";"eq_tr_interp";"eq_dp_interp";"bond_rate";"eq_div_rtn";"capital_tr";"risky_tr";"safe_tr";"COUNTRY";"geo";"Yd_hh"
"1813";1918;184;21192,7014947306;2018,06516438517;10,8779156116777;13,402665627256;23025,6640625;0,0762622368976872;0,745005330942993;NA;1140,23107910156;1880,24670410156;6450;7646;4,5;4,12;0,507303370542529;1460;1907;4,17;0;0;0;1034;109;NA;NA;NA;"FLOAT";"HYBRID";0,132651448249817;0,360325396060944;0,0558017119765282;0,0450000017881393;NA;NA;0,315717577934265;0,0446078069508076;0,0339037850499153;0,0775744467973709;0,0555298887193203;NA;NA;NA;0,0412000007927418;0,0598375909030437;0,24952058494091;0,335956156253815;0,0504008568823338;"Spain";"ES";NA
"1814";1919;184;21235,8235496577;2048,73725069025;11,0432464306964;12,5471118782677;24822,720703125;0,0736948042025825;0,760718416753869;NA;2042,98657226562;3656,18090820312;7238;8706;5;4,16;0,487053795877325;1718;3053;4,06;0;0;0;1317;118;NA;NA;NA;"FLOAT";"HYBRID";0,0214683096855879;0,144394218921661;0,0597910583019257;0,0500000007450581;NA;NA;0,102151118218899;0,042243093252182;0,0383278578519821;-0,0174478646367788;0,039243184030056;NA;NA;NA;0,0416000001132488;0,0385584756731987;0,108394645154476;0,13113959133625;0,0548955276608467;"Spain";"ES";NA
"1815";1920;184;21361,2061626506;2196,91204435921;11,8419485389109;14,6675170185823;29390,01171875;0,0819695051451765;0,777456269909436;NA;3920,83447265625;3159,59619140625;8163;9921;6;4,44;0,444232429920088;2029;2984;6,37;0;0;1;1688;149;NA;NA;NA;"FLOAT";"HYBRID";0,0640176609158516;0,286120146512985;0,010231894440949;0,0599999986588955;NA;NA;0,234912395477295;0,0512077473104;0,0414667055010796;0,0132992016151547;0,0516756027936935;NA;NA;NA;0,0443999990820885;0,0523628480732441;0,198381215333939;0,264815360307693;0,0351159460842609;"Spain";"ES";NA
"1816";1921;184;21536,0186569185;2250,17508366818;12,1290506885587;14,2981245978688;27070,7109375;0,107243939194546;0,626473984279401;NA;2654,89233398438;2182,20703125;7923;9843;6;4,72;0,510662631308894;2379;3728;7,38;0;0;0;1646;200;NA;NA;NA;"FLOAT";"HYBRID";-0,0500439964234829;-0,260872602462769;0,0380977280437946;0,0599999986588955;NA;NA;-0,305111855268478;0,0442392639815807;0,0636638626456261;-0,100089132785797;0,0591012053191662;NA;NA;NA;0,0472000017762184;0,0531858168542385;-0,14322866499424;-0,238462015986443;0,0490488633513451;"Spain";"ES";NA
"1817";1922;184;21757,4081616243;2321,63407586596;12,5142339326587;16,469135163993;27477,1640625;0,102031939448582;0,547908549738159;NA;2627,72631835938;1651,72033691406;8155;10922;5,5;4,62;0,571965744652743;2514;3372;6,45;0;0;0;2084;280;NA;NA;NA;"FLOAT";"HYBRID";0,212644904851913;0,017029196023941;0,0957532227039337;0,0350000001490116;NA;NA;-0,0461268201470375;0,0631560161709785;0,066210076212883;0,142248824238777;0,0605106167495251;NA;NA;NA;0,0461999997496605;0,0691181793808937;0,0502249598503113;0,0417888723313808;0,0653766095638275;"Spain";"ES";NA
"1818";1923;184;21934,4991792756;2325,45002562408;12,5348029312123;16,4793306024415;27515,4140625;0,104570249047906;0,552007613073682;NA;3355,69897460938;1978,23571777344;8314;11371;5;4,53;0,589778386083149;2745;3414;6,96;0;0;0;1988;348;NA;NA;NA;"FLOAT";"HYBRID";0,175182536244392;0,0957943573594093;0,0423508398234844;0,0350000001490116;NA;NA;0,0288283284753561;0,0669660270214081;0,0650896057486534;0,123457126319408;0,0487745180726051;NA;NA;NA;0,0452999994158745;0,0547960810363293;0,082346074283123;0,106564112007618;0,038675419986248;"Spain";"ES";NA
"1819";1924;184;22099,3139963484;2383,08403803786;12,8454658049706;16,2156892127603;30136,30078125;0,119659663458715;0,612127255047958;NA;3249,0302734375;2103,30029296875;8063;11236;5;4,57;0,573195780503911;2926;3577;7,51;0;0;1;2001;383;NA;NA;NA;"FLOAT";"HYBRID";0,0912178531289101;0,117821246385574;0,0481070503592491;0,0350000001490116;NA;NA;0,0486754104495049;0,0691458359360695;0,0659363567829132;0,0408198498189449;0,0502042770385742;NA;NA;NA;0,0456999987363815;0,052253607660532;0,08724594861269;0,113932259380817;0,0415535271167755;"Spain";"ES";NA
"1820";1925;184;22290,7791442706;2523,03726021812;13,5998514250816;17,4119120537131;31985,90625;0,108252923773068;0,621691749291795;NA;3169,2578125;2352,46459960938;8212;11338;5;4,58;0,565842897700894;2998;3492;6,97;0;0;0;1919;419;NA;NA;NA;"FLOAT";"HYBRID";0,0510161370038986;0,184810385107994;0,0389676727354527;0,0350000001490116;NA;NA;0,11976332962513;0,0650470554828644;0,0580900050699711;-0,00121668563224375;0,0545609891414642;NA;NA;NA;0,0458000004291534;0,0544946044683456;0,123108997941017;0,168452814221382;0,0369838364422321;"Spain";"ES";NA
"1821";1926;184;22527,9279153955;2472,4430851534;13,3271351736398;16,3968554734788;31223,078125;0,129731451145162;0,569428649021596;NA;2286,046875;2099,8798828125;7933;11233;5;4,71;0,594720315868902;3074;3323;6,72;0;0;0;1939;446;NA;NA;NA;"FLOAT";"HYBRID";0,176911696791649;0,0523851960897446;0,0398430377244949;0,0350000001490116;NA;NA;-0,00691597582772374;0,059301171451807;0,0597141534090042;0,125758066773415;0,0453396998345852;NA;NA;NA;0,0471000000834465;0,0510415323078632;0,0570630580186844;0,0673380345106125;0,0374215170741081;"Spain";"ES";NA
"1822";1927;184;22781,1486812723;2681,73087665288;14,4552528254696;19,039645717342;33484,84375;0,129770713079145;0,558839389858738;NA;2648,29541015625;2179,85498046875;8274;11942;5;4,61;0,572766489920068;3306;3676;5,86;0;0;0;2126;366;NA;NA;NA;"FLOAT";"HYBRID";0,305354088544846;-0,0384804308414459;0,0696775764226913;0,0350000001490116;NA;NA;-0,10095389187336;0,0624734610319138;0,0694886073470116;0,263515055179596;0,0351878516376019;NA;NA;NA;0,0461000017821789;0,0444603785872459;0,0228855647146702;0,00586382765322924;0,0523387864232063;"Spain";"ES";NA
"1823";1928;184;23030,9665988262;2646,23204968664;14,263904572268;17,673144356347;32702,30078125;0,159594965305504;0,572844538269344;NA;2991,7880859375;2116,7734375;8601;12740;5,02;4,29;0,601700797803213;3625;3792;6,03;0;0;0;2213;330;NA;NA;NA;"FLOAT";"HYBRID";0,249640420079231;-0,0494354218244553;0,058921504765749;0,0350000001490116;NA;NA;-0,121160164475441;0,0717247426509857;0,0816129818558693;0,21808248758316;0,0288976244628429;NA;NA;NA;0,0428999997675419;0,0351996906101704;0,0138046499341726;-0,00728269619867206;0,0469607524573803;"Spain";"ES";NA
"1824";1929;184;23279,7761731081;2827,09829541878;15,2388224256637;18,982282108171;35205,90234375;0,169030148087518;0,588899216782137;NA;3477,56787109375;2451,70434570312;8682;13648;5,5;4,34;0,570500805120504;3833;4038;6,82;0;0;0;2679;256;NA;NA;NA;"FLOAT";"HYBRID";0,0255135409533978;0,0907358899712563;0,0125178322196007;0,0350000001490116;NA;NA;0,000352895440300927;0,090382993221283;0,0903511121869087;-0,00659267976880074;0,0326346717774868;NA;NA;NA;0,0434000007808208;0,0324195213615894;0,059293057769537;0,0816540867090225;0,0237589161843061;"Spain";"ES";NA
"1825";1930;184;23583,3960961311;2657,3737203197;14,32396118246;16,5970800016115;35229,16796875;0,16669515849737;0,590948749269765;NA;3325,64526367188;2630,52026367188;9089;14528;5,73;4,48;0,589199234611545;3821;3795;8,68;0;0;0;2803;392;NA;NA;NA;"FLOAT";"HYBRID";0,00412833457812667;0,542911887168884;0,0131799289956689;0,0350000001490116;NA;NA;0,456194072961807;0,0867177918553352;0,0595509856939316;-0,0304274912923574;0,0363569632172585;NA;NA;NA;0,0447999984025955;0,0352507121860981;0,324854969978333;0,480794101953506;0,024089964106679;"Spain";"ES";NA
"1826";1931;184;23967,3054475426;2564,9180196468;13,8256000157903;17,1132680938869;34575,9140625;0,117952349585389;0,594706217781329;-516;2642,62548828125;2586,70922851562;9037;14161;6,24;5,53;0,625175158079715;3779;3853;10,55;0;0;1;2144,01274147143;481;NA;NA;NA;"FLOAT";"HYBRID";-0,24209301173687;0,0190447308123112;-0,0227287672460079;0,0350000001490116;NA;NA;-0,039851751178503;0,0588964819908142;0,0613410286605358;-0,272033095359802;0,043769259005785;NA;NA;NA;0,0553000010550022;0,0318625718355179;-0,00521827908232808;-0,0109805054962635;0,00613561645150185;"Spain";"ES";NA
"1827";1932;184;24378,7477280736;2611,7786439059;14,0781914212598;17,8649968637419;34595,6328125;0,101154435530948;0,590265563926942;-82;2799,81469726562;2478,15502929688;8818;14286;6,41;5,03;0,630802031701104;4057;4288;12,41;0;0;0;2160,14180024661;534;NA;NA;NA;"FLOAT";"HYBRID";-0,094573862850666;-0,0758931934833527;0,0973108783364296;0,0350000001490116;NA;NA;-0,137650161981583;0,06175696849823;0,0716147497296333;-0,122224733233452;0,0324787646532059;NA;NA;NA;0,0502999983727932;0,0285090561956167;-0,0250947084277868;-0,0785224288702011;0,0661554411053658;"Spain";"ES";NA
"1828";1933;184;24792,0666833735;2499,68684432203;13,4739863845974;17,0078891408635;33015,21875;0,119611490131918;0,563963229799696;-105;2064,88403320312;1647,51184082031;8747;14593;6;4,83;0,675839809639312;4084;4448;7,39;0;0;0;2336,40937114673;455;NA;NA;NA;"FLOAT";"HYBRID";0,120959721505642;0,0622827894985676;0,111617527902126;0,0359999984502792;NA;NA;-0,0088506443426013;0,0711334347724915;0,0717686340212822;0,0915609747171402;0,0259450823068619;NA;NA;NA;0,0483000017702579;0,0283206384629011;0,0720554813742638;0,0709771364927292;0,0738087594509125;"Spain";"ES";NA
"1829";1934;184;25177,0007098238;2562,13733438018;13,8106113721098;17,8319357745168;36379,6875;0,10901702019714;0,575577242934789;531;2112,01440429688;1588,19274902344;8838;15045;5,91;4,58;0,630708884350338;4085;4654;7,35;0;0;0;2336,40937114673;350;NA;NA;NA;"FLOAT";"HYBRID";-0,0179753880947828;0,372179239988327;0,0780727565288544;0,0359999984502792;NA;NA;0,299672663211823;0,0725065767765045;0,0557883344590664;-0,0638406574726105;0,0488172471523285;NA;NA;NA;0,0458000004291534;0,0457007214426994;0,235391616821289;0,325832009315491;0,0570363774895668;"Spain";"ES";NA
"1830";1935;184;25542,5229989746;2578,73828942293;13,900094997919;17,8757776442328;37597,12890625;0,110790631868603;0,588557624787413;NA;1998,09216308594;1489,79638671875;9057;15617;5,27;4,19;0,658560906111717;4335;4655;7,3109;0;0;0;2076,04027949034;309;NA;NA;NA;"FLOAT";"HYBRID";0,593180477619171;-0,0578892193734646;0,133427530527115;0,0359999984502792;NA;NA;-0,1116643846035;0,0537751652300358;0,0605347417294979;0,563716650009155;0,0219939425587654;NA;NA;NA;0,0419000014662743;0,0343922935426235;0,0574942789971828;0,0391921438276768;0,0847137644886971;"Spain";"ES";NA
"1831";1936;184;25874,7352585699;1947,8768925607;10,4995818931683;10,5420412333195;30517,259765625;0,116008770203491;0,599488464840461;NA;1616,16675746855;1551,8286627864;NA;NA;5;4,30755754627735;NA;NA;NA;8,121;0;0;0;NA;NA;NA;NA;NA;"FLOAT";"HYBRID";-0,0659040510654449;0,0453079789876938;-0,0475484877824783;NA;NA;NA;-0,0277693625539541;0,0730773434042931;0,0751646161079407;-0,0723997578024864;0,00728906877338886;NA;NA;NA;0,0430755764245987;0,00676134182140231;NA;0,0261628180742264;NA;"Spain";"ES";NA
"1832";1937;184;26046,8904237477;1797,31444977968;9,68800971216846;9,2501761003677;31983,279296875;0,0900318992974784;0,673271663036047;NA;1524,16086642618;1669,3864060784;NA;NA;5;NA;NA;NA;NA;16,5218;0;0;0;NA;NA;NA;NA;NA;"FLOAT";"HYBRID";0,0878115072846413;0,364739239215851;NA;NA;1;NA;0,289536386728287;0,0752028450369835;0,0583177357912064;0,0878115072846413;0;TRUE;TRUE;TRUE;NA;0;NA;0,322081744670868;NA;"Spain";"ES";NA
"1833";1938;184;26122,9620665431;1785,40126786356;9,62379444804463;10,1628537497531;36283,21875;0,0794316824323917;0,740906257341476;NA;1622,39394824472;1234,22360710492;NA;NA;5;NA;NA;NA;NA;17,8571;0;0;0;NA;NA;NA;NA;NA;"FLOAT";"HYBRID";0,0878115072846413;0,464515954256058;NA;NA;1;NA;0,406168580055237;0,0583473704755306;0,0414938665926456;0,0878115072846413;0;TRUE;TRUE;TRUE;NA;0;NA;0,413109719753265;NA;"Spain";"ES";NA
"1834";1939;184;25929,3858055031;1954,15595726634;10,5334277457174;11,7816567771297;41826,02734375;0,0718151442596626;0,838942269989265;NA;1569,07180084698;1214,26710861384;NA;NA;4;NA;NA;NA;NA;9,4072;0;0;0;NA;NA;NA;NA;NA;"FLOAT";"HYBRID";0,0878115072846413;-0,0739581808447838;NA;0,0299999993294477;NA;NA;-0,115473121404648;0,041514940559864;0,0469346307218075;0,0878115072846413;0;TRUE;TRUE;TRUE;NA;0;NA;-0,0546428039669991;NA;"Spain";"ES";NA
"1835";1940;184;25699,5926923668;2147,84219211287;11,5774487986481;14,5536347456806;52061,5703125;0,0811688507792981;0,997781088431999;-166;1412,34703019035;1179,13485216493;NA;NA;4;4,48833034111311;0,717573442368334;5612;6242;10,7277;1;1;0;NA;NA;NA;NA;NA;"PEG";"USA";0,0978361517190933;0,190117985010147;NA;0,0299999993294477;NA;NA;0,142927706241608;0,04719028621912;0,0412889495491982;0,0878115072846413;0,00780025310814381;TRUE;TRUE;TRUE;0,0448833033442497;0,00848520547151566;NA;0,180628776550293;NA;"Spain";"ES";NA
"1836";1941;184;25659,8690141044;2161,63583823883;11,6518002721206;13,881313944547;57531,89453125;0,113879232409469;1,19556104149745;908;933,649747746182;1674,6513333688;27759;35599;4;4,42624764855594;0,699385905906115;7047;6316;10,9529;1;1;0;NA;NA;NA;NA;NA;"PEG";"USA";0,301400005817413;0,185140997171402;0,0472233779728413;0,0299999993294477;NA;NA;0,143633335828781;0,0415076613426208;0,0362945534288883;0,282900005578995;0,0237336307764053;NA;NA;NA;0,0442624762654305;0,0304478742182255;0,14335173368454;0,203410223126411;0,0386116877198219;"Spain";"ES";NA
"1837";1942;184;25633,0979786255;2298,4811608192;12,3894334750284;14,3703927104581;69327,578125;0,120586890475809;1,36430594483193;1233;830,585861057027;1995,31350240166;29791;38348;4;4,41452378324688;0,610290939004226;8474;7781;10,95;1;1;0;NA;NA;NA;NA;NA;"PEG";"USA";0,135623171925545;0,100443236529827;0,0444330163300037;0,0299999993294477;NA;NA;0,0638992115855217;0,0365440249443054;0,0343491435050964;0,109049804508686;0,0294711925089359;NA;NA;NA;0,0441452376544476;0,0326850190758705;0,0813276469707489;0,107000939548016;0,0372165068984032;"Spain";"ES";NA
"1838";1943;184;25795,5250344889;2405,311388391;12,96527721923;13,9918138010028;74628,5859375;0,11706280288667;1,56208591014832;211;2102,23353900819;2243,87916958799;30940;41081;3,2;4,41988950276243;0,66026965533321;10332;9593;10,95;1;1;0;NA;NA;NA;NA;NA;"PEG";"USA";-0,0723323598504066;0,186501920223236;0,0398072898387909;0,0299999993294477;NA;NA;0,151981800794601;0,034520111978054;0,0299658477306366;-0,0969215556979179;0,0222059730440378;NA;NA;NA;0,0441988967359066;0,0200537350028753;0,102418772876263;0,143335551023483;0,0349036455154419;"Spain";"ES";NA
"1839";1944;184;26038,5827714194;2489,57367068907;13,4194736506743;15,1733018209763;86190,3984375;0,101368101199642;1,68198360301755;1451;2022,17475795316;3342,1899353971;34772;46936;3,2;4,358722894192;0,651232544316705;10942;10057;10,95;1;1;0;NA;NA;NA;NA;NA;"PEG";"USA";0,0197665933519602;-0,0924928337335587;0,0876884683966637;0,0299999993294477;NA;NA;-0,122604079544544;0,0301112439483404;0,0343188792467117;-0,00980621017515659;0,029282808303833;NA;NA;NA;0,0435872301459312;0,028995655477047;-0,0169383380562067;-0,071191318333149;0,0588442347943783;"Spain";"ES";NA
"1840";1945;184;26293,7679502264;2273,96304575978;12,2572742210655;13,2980256143908;85515,4296875;0,110125331457454;1,82989157964028;530;2206,23284685324;2609,96704158124;38007;52677;3,2;4,34924431879961;0,695885948094759;10112;11026;10,95;1;1;0;NA;NA;NA;NA;NA;"PEG";"USA";0,171947658061981;0,298536479473114;0,0609512329101562;0,0299999993294477;NA;NA;0,264055192470551;0,0344812944531441;0,0272783152759075;0,138803735375404;0,0377444103360176;NA;NA;NA;0,0434924438595772;0,0429834760725498;0,185883596539497;0,273590952157974;0,0454756170511246;"Spain";"ES";NA
"1841";1946;184;26557,6381975188;2352,14210066156;12,6786804158854;15,8735675657407;108187,515625;0,108954499356658;2,1789954002176;-163;3277,22312617045;2865,48334624339;47431;64855;3,2;4,40868510966604;0,611993067590988;10393;11805;29;1;1;0;31082,0896802222;3558;1940,98978467187;29141,0998955503;NA;"PEG";"USA";0,359475135803223;-0,0581588409841061;0,0168042797595263;0,0299999993294477;NA;NA;-0,0858151540160179;0,0276563130319118;0,030252430588007;0,323417782783508;0,0477189496159554;NA;NA;NA;0,0440868511795998;0,0631521046161652;0,0373530387878418;0,0456969663500786;0,023402139544487;"Spain";"ES";NA
"1842";1947;184;26837,6390433401;2379,86380868226;12,8281079000829;15,6524903095083;125709,34375;0,126907907477045;2,62306093592314;-102;4037,42758722753;3996,03832454833;53757;75052;3,6;4,37636761487965;0,551080507901557;12573;14526;41,5;0;0;0;42505,5444656874;4640;2314,97883848641;40190,565627201;NA;"FLOAT";"USA";0,436632990837097;0,193780556321144;-0,00249754567630589;0,0299999993294477;NA;NA;0,162615656852722;0,0311648957431316;0,0268058460205793;0,414654493331909;0,0310919731855392;NA;NA;NA;0,0437636747956276;0,0439843982458115;0,183077692985535;0,253054648637772;0,013751226477325;"Spain";"ES";NA
"1843";1948;184;27249,3609031581;2356,02090014961;12,6995881914371;14,3855250192584;135688,96875;0,163972934309555;2,8134672007143;-254;4446,99166468317;4070,04809102333;55158;80395;3,6;4,54029511918275;0,556095188261392;13455;15552;37,5;0;0;0;46444,3099786014;5944;2923,54884003409;43520,7611385673;NA;"FLOAT";"USA";-0,290678411722183;0,0742347836494446;0,0253619272261858;0,0299999993294477;NA;NA;0,046996247023344;0,0272385403513908;0,0260158907622099;-0,305942624807358;0,0105942348018289;NA;NA;NA;0,0454029515385628;0,00735300686210394;0,0219775475561619;0,0198267586529255;0,0276809632778168;"Spain";"ES";NA
"1844";1949;184;27709,7050009288;2326,71021120823;12,5415956714475;14,1751511735465;145457,265625;0,153970627648907;2,96563040095326;-1006;6277,2223957344;5221,54312755159;59785;88740;3,2;4,6264168401573;0,538783546786583;15901;16958;47,75;0;0;0;51499,0836915556;7288;2749,28870743233;48749,7949841233;NA;"FLOAT";"USA";-0,104057446122169;-0,017303179949522;0,0298559591174126;0,0299999993294477;NA;NA;-0,043805867433548;0,026502687484026;0,0277168471366167;-0,132256865501404;0,0244698505848646;NA;NA;NA;0,0462641678750515;0,0212335456162691;-0,0131011409685016;-0,0270936619490385;0,0299279801547527;"Spain";"ES";NA
"1845";1950;184;28000,2768129477;2346,19904668615;12,6466457518116;14,7747871589807;179484,015625;0,148011667908798;3,28734700165382;-1138;8001,18521634362;6941,03891870617;67601;101897;3,2;4,77611940298508;0,462219473602104;17158;18735;51,45;0;0;0;63878,5106338472;8076;2823,01414814846;61055,4964856987;NA;"FLOAT";"USA";0,0661356151103973;-0,0335493199527264;0,0252761822193861;0,0299999993294477;NA;NA;-0,061806358397007;0,0282570384442806;0,0301185566931963;0,0289526842534542;0,0382594764232635;NA;NA;NA;0,0477611944079399;0,0393671914935112;-0,0118916593492031;-0,0233283657580614;0,0276380907744169;"Spain";"ES";NA
"1846";1951;184;28155,69188836;2567,64492100445;13,8402987496931;16,7977288343936;228459,03125;0,113303573370444;3,59726309882916;-3144;17273,0414417673;14047,089799849;78758;119658;3,2;4,7534165181224;0,399616561396137;19321;20667;52;1;0;0;72917,4951365875;9020;3514,69282832158;69402,8023082659;NA;"PEG";"USA";0,195461675524712;0,168051213026047;0,0340935699641705;0,0299999993294477;NA;NA;0,133460164070129;0,0345910526812077;0,0305181033909321;0,154193937778473;0,0476309731602669;NA;NA;NA;0,0475341640412807;0,0549753792583942;0,141313225030899;0,170954927802086;0,0320467837154865;"Spain";"ES";NA
"1847";1952;184;28341,5407884839;2780,22045678418;14,9861382300667;17,6180535367881;251201,4375;0,128262283219916;3,52583959894227;-3791;19670,825852614;15824,8604383236;87593;137075;3,2;4,7511580947856;0,389038282016628;23561;22389;47,7;1;0;0;87140,0070223289;10956;2785,48119651115;84354,5258258177;NA;"PEG";"USA";0,0962963029742241;0,0404434874653816;0,0460257716476917;0,0299999993294477;NA;NA;0,00775907654315233;0,0326844118535519;0,0324327647686005;0,0542727559804916;0,0443042814731598;NA;NA;NA;0,0475115813314915;0,0467087961733341;0,044679082930088;0,0463698208332062;0,0380128845572472;"Spain";"ES";NA
"1848";1953;184;28570,9610673051;2754,73235753802;14,8487504996827;16,9508443914342;271524,5625;0,13592562010389;3,58297840058445;-2643;23493,8303882119;20585,6087365103;94002;152015;3,2;4,78583393156257;0,402998476012855;26744;24751;43,25;1;0;0;99319,1504778808;11563;3651,42000928604;95667,7304685948;NA;"PEG";"USA";0,0413147546350956;0,264966785907745;0,0520498976111412;0,0299999993294477;NA;NA;0,224649503827095;0,0403172671794891;0,0329214744269848;-0,00210217549465597;0,0433256588876247;NA;NA;NA;0,0478583388030529;0,0432345792651176;0,205804362893105;0,243962123990059;0,0410249494016171;"Spain";"ES";NA
