"";"SE_rolling_plot_P_G";"SE_rolling_plot_P_R";"SE_rolling_plot_G_R"
"1";-0,790614043933988;-0,829286607703289;0,313469720147676
"2";-0,736862006086056;-0,880095585794795;0,327526031278407
"3";-0,880206626498944;-0,66164653116696;0,226530043282883
"4";-0,958112207729896;-0,831388965470982;0,637417884689344
"5";-0,947499490982524;0,101753143691161;-0,414508683495285
"6";-0,959754386520311;0,325409576070614;-0,57786872884123
"7";-0,974490549356359;0,414008144008406;-0,607738303086671
"8";-0,976468641942254;0,438291453775802;-0,621819657094496
"9";-0,948003781553262;-0,206107216556536;-0,116035432345504
"10";-0,929218156718098;-0,520104033597085;0,167672077633341
"11";-0,771453694082143;-0,686897028694088;0,0674857610569989
"12";-0,720865039150181;-0,785558055994573;0,13741458715888
"13";-0,728979593659893;-0,767334889963797;0,12041547945455
"14";-0,905114792027342;-0,912825459894864;0,652594791058741
"15";-0,645649587241785;-0,565194941597247;-0,26504747399315
"16";-0,285052167932289;-0,586776973495578;-0,608891697827164
"17";-0,119734835218715;-0,856811031179948;-0,409330921330753
"18";-0,40114977185948;-0,581563012898326;-0,511883526597945
"19";-0,381804683978481;-0,590162802319227;-0,520799924845539
"20";-0,561324497678231;-0,759263831506271;-0,112391838553846
"21";-0,401926000425418;-0,77268022652707;-0,270704245830892
"22";-0,485460153286503;-0,67713785756521;-0,314605291142315
"23";-0,523345320585253;-0,580857768096906;-0,389641369097013
"24";-0,673645213445014;-0,383720960068192;-0,423987776257648
"25";-0,924221227854078;-0,213103494088561;-0,176131283306613
"26";-0,956268171710644;-0,0706482325588238;-0,2242018329763
"27";-0,956581383874431;-0,505356085493044;0,231905586643741
"28";-0,800229867938612;-0,623553399462071;0,0301573021138256
"29";-0,579435439866528;-0,545106228636478;-0,367430433682953
"30";-0,516725414163471;-0,327130622597718;-0,640008292451335
"31";-0,863613038775457;0,189176370876892;-0,658426965251181
"32";-0,941812075132088;0,282669944386632;-0,588653127516097
"33";-0,947330563635379;-0,0142597045563278;-0,306716185431564
"34";-0,963238755589492;-0,59157297445796;0,353229146308135
"35";-0,940273983859842;-0,617849939434027;0,313278415143212
"36";-0,94867708063348;0,116602544390961;-0,424707354082538
"37";-0,972932466052989;0,217877623408547;-0,437518167249382
"38";-0,981053803524485;-0,0223094563659475;-0,171800480574049
"39";-0,966624287720785;-0,443911301856212;0,199523792179751
"40";-0,946979808230967;-0,527833231258014;0,226957767422376
"41";-0,898995888294866;-0,459466734369421;0,0240674369573756
"42";-0,79810952895161;-0,115766325337439;-0,506067175892404
"43";-0,859211666451253;0,369878660910486;-0,793140267312338
"44";-0,965324037171635;0,717521633174957;-0,87447486279022
"45";-0,981929996603428;0,742618594421986;-0,855939277128674
"46";-0,972615849703713;0,350983430239106;-0,559004570620033
"47";-0,869937154801838;-0,390425911957027;-0,114376419799422
"48";-0,860986520671358;-0,66916625904565;0,198175360372723
"49";-0,833915539106881;-0,732599653008723;0,235275484348386
"50";-0,741115946159386;-0,663915025828897;-0,0100231377308349
"51";-0,749404627135182;-0,465576391437749;-0,237069384434666
"52";-0,697997926317259;-0,104096560245841;-0,639550166584159
"53";-0,903006188156093;0,622824829601156;-0,898538644569953
"54";-0,933348236659402;0,671564623653878;-0,892782698144453
"55";-0,705255143907715;0,247923513021498;-0,861669107527399
"56";-0,728304786494503;0,33565183480301;-0,889955969834221
"57";-0,70339777552674;0,377515329725525;-0,923743310528924
"58";-0,667487866209028;0,323238479539831;-0,920405367178913
"59";-0,312777346159863;-0,452626552592209;-0,705389102597152
"60";-0,767597214060054;-0,689298266565002;0,0647621156683366
