"";"AUT";"BEL";"CHE";"CZE";"DEU";"DNK";"EA19";"ESP";"EST";"FIN";"FRA";"GBR";"GRC";"HUN";"IRL";"ITA";"LUX";"LVA";"NLD";"NOR";"POL";"PRT";"SVK";"SVN";"SWE";"TUR"
"1";100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
"2";100,865559318015;96,4083598915101;93,2877746486242;94,8914384424166;104,849558508967;100,98057126046;96,61284375456;90,2929891576301;112,065568512452;94,1457168418969;98,0536890475523;104,079229335813;68,2120344705402;91,3334425902686;95,1272191192398;91,3368631235254;87,4139611904267;112,863914119037;98,7352122032859;108,556528953372;104,360259608069;95,4944565506377;100,908142308813;81,410983147749;101,50829124568;102,127931026246
"3";87,3601138269788;99,3213962972629;95,7807975271029;81,0753990218859;105,225155358211;108,387644754667;90,3550868692701;71,4029496134133;109,22615638388;80,6257885117033;92,6694793364656;104,999276843177;41,6177037543567;80,3540992313697;108,762539198999;77,0968778790719;72,4970411245123;106,379919878895;96,6323427958198;112,475184940098;97,413081036187;79,106898376721;87,077684329291;63,653353987069;100,613824111011;107,186644187407
"4";98,4640855655255;115,144816203765;117,896506376277;83,126678154361;124,652534898574;130,139813850421;106,099473277089;81,6239656669886;140,199660931522;93,8172342581094;109,975942330435;118,336666154081;58,4232374448208;82,9760914513911;138,071029453978;88,4237552865705;70,2815762155634;119,733514251957;106,840394000562;128,295390571759;113,063646652298;94,8230804781629;84,4111454834392;70,2308391702586;117,801163229692;131,020463256827
"5";97,3240721043693;135,954242351877;130,111030834148;84,4721897717781;139,494186105451;168,399649812925;120,021558453377;98,9483233731611;135,473894018191;109,083811949915;122,335431771859;122,219553459425;67,1768557451469;79,7459068221219;165,670680898313;104,785723049335;77,7708555723468;120,817872175454;119,316279990802;152,68358206007;122,179937171898;101,391981006667;93,4258313576414;86,4819990720785;136,101834080043;126,452942788772
"6";98,1692304473219;154,7779644835;136,095644984463;85,1575384081243;157,753464513447;210,119837053873;134,146958359549;100,282602323464;148,326994891063;123,120631684446;137,209082907376;120,608674010811;43,2873735879551;93,5264450283096;211,920051822478;115,624221062093;74,0050207213117;132,094825358145;136,692739607022;157,145058222797;121,79653877875;93,4162531649344;114,771415824463;83,7610003591954;158,69848167636;135,627718190556
"7";95,182318457477;147,398722609808;125,563964666035;75,3716307071478;144,964924018937;208,500577713772;121,131677589721;81,6383510069351;168,857677151825;118,808755377713;126,73081225675;118,372801134617;33,7111296212988;120,592777320811;209,78516260099;96,2849778207479;64,6900913118894;181,653374686162;129,59459718425;157,221503422256;109,823266058769;90,7688274772212;139,502531220849;79,5594430974617;151,421827849398;129,747412331974
