"";"DK_rolling_plot_P_G";"DK_rolling_plot_P_R";"DK_rolling_plot_G_R"
"1";-0,956153547406296;-0,513157840533091;0,239300412653735
"2";-0,974651102137637;-0,664728590161258;0,480739029711432
"3";-0,97820278298031;-0,512030641244023;0,322511723890026
"4";-0,973456216067651;-0,47022475121764;0,255758247661605
"5";-0,987583162284804;-0,80945609442878;0,707167639653387
"6";-0,98211568481886;-0,571218693844961;0,406466680172008
"7";-0,961597536696426;-0,334946116496518;0,0634736785844336
"8";-0,939792711619012;-0,24307137234617;-0,103058838715533
"9";-0,869376027543772;-0,546089632090264;0,0607936271258791
"10";-0,806010799023547;-0,802991132228666;0,294451972029679
"11";-0,863557918793014;-0,926863468588164;0,611105669896758
"12";-0,98746802314834;-0,992341489481692;0,960410907557334
"13";-0,986968879456719;-0,987226775448849;0,948725505811677
"14";-0,933921852240699;-0,928636505620609;0,734653127736093
"15";-0,882452780750661;-0,912338234464425;0,612495676915304
"16";-0,840629517726483;-0,879462231816392;0,481512243083323
"17";-0,915928475284622;-0,939558271791035;0,723153233234285
"18";-0,827101069851753;-0,767656776545257;0,27473164343134
"19";-0,867805223685546;-0,645451120026683;0,180589403564034
"20";-0,823314779542603;-0,305879352449301;-0,288545853691501
"21";-0,707241853825019;-0,262253816350568;-0,496750042121752
"22";-0,507429914372293;-0,589005896082258;-0,397479689217132
"23";-0,331971044055062;-0,689743330832265;-0,454017739828529
"24";-0,586678328523336;-0,394821222420963;-0,512395582300021
"25";-0,929985570516777;-0,00924798155099068;-0,358979816809149
"26";-0,92281386418319;-0,448471201217865;0,0695235084658489
"27";-0,947470186068119;-0,471201940488412;0,164339186351451
"28";-0,968821335484339;-0,44678397681311;0,211197013973435
"29";-0,960840550977925;-0,77194794079599;0,565569186255506
"30";-0,961623195425371;-0,851525738256916;0,674989350218003
"31";-0,970236531374572;-0,874768585957769;0,731396397570167
"32";-0,962814127908346;-0,903510885137193;0,754129880039835
"33";-0,901861464840193;-0,850023877733216;0,539036953541726
"34";-0,780294508174474;-0,755330249859288;0,179519664052403
"35";-0,297154616337266;-0,502349103494988;-0,676332084057121
