"";"SE_rolling_plot_P_G";"SE_rolling_plot_P_R";"SE_rolling_plot_G_R"
"1";-0,702395078912454;-0,824118103591741;0,175687364045058
"2";-0,765482559366584;-0,896479823981635;0,401133968115752
"3";-0,878407306179087;-0,734538540178108;0,320928208029058
"4";-0,930079508278426;-0,83679249780748;0,577147492215902
"5";-0,935337252877276;-0,596469711008184;0,27396214759643
"6";-0,958778929441758;-0,650409370615485;0,407760716051635
"7";-0,962581096627538;0,168513881222593;-0,429326657163009
"8";-0,97580723912976;0,400663896594275;-0,591287445820195
"9";-0,975388753644919;0,415558263518753;-0,605883124954862
"10";-0,971417032992778;0,237936260363048;-0,461697318210164
"11";-0,781587156807294;-0,564083916389091;-0,0741985527631262
"12";-0,79699222196201;-0,854671791859862;0,367594297979941
"13";-0,842154479623145;-0,856585615551929;0,443128804830213
"14";-0,950797298549426;-0,95382179375405;0,813831505576892
"15";-0,883996799971111;-0,865499245474915;0,530926563759222
"16";-0,944273344417846;-0,708848240499757;0,437168208757784
"17";-0,506784317799809;-0,278054874526469;-0,687163353675189
"18";-0,206181372971037;-0,471505277505887;-0,765699737223941
"19";-0,110957251794625;-0,850011788969422;-0,429196021912464
"20";-0,431448765328297;-0,570864384310354;-0,4943961317913
"21";-0,445887577916385;-0,562347888835959;-0,489405805043931
"22";-0,575881667613704;-0,757244067608571;-0,0978740342995111
"23";-0,413955552947958;-0,810797745289196;-0,197186709122518
"24";-0,574895388946319;-0,76571622090767;-0,0860592929074029
"25";-0,887556238184849;-0,52965298363616;0,0793249434218471
"26";-0,923787019474757;-0,0813211844497399;-0,306515040626629
"27";-0,964944540152608;-0,329698221973969;0,0703613756101645
"28";-0,94468521352285;-0,29998527422813;-0,0294813429539336
"29";-0,811944240650664;-0,39598768288986;-0,214498143760811
"30";-0,3688851985912;-0,702690689233235;-0,402105026919641
"31";-0,0601716774107497;-0,65310469908602;-0,716597080844153
"32";-0,704054667453799;0,133492656517332;-0,797775960248459
"33";-0,9233437409007;0,27935324037414;-0,626626826850098
"34";-0,973444888425959;-0,00564038681798701;-0,223427244144435
"35";-0,95793165090906;-0,507424524596828;0,238774275592631
"36";-0,935180233886426;-0,554602199532875;0,223940815992907
"37";-0,872321218590636;-0,646809935507439;0,191340508303853
"38";-0,970383642726429;0,435861900993945;-0,640368641991606
"39";-0,990213690295956;0,324239012813975;-0,453085712132898
"40";-0,987690869325586;-0,385037237557249;0,235938969343811
"41";-0,95535209675455;-0,571919336083636;0,304007589147274
"42";-0,831056101223647;-0,420275250098998;-0,15541137020074
"43";-0,683057295436078;0,0259819798277387;-0,747865411231648
"44";-0,942601354190892;0,687483218964168;-0,890515536605125
"45";-0,976353073917051;0,659199149060098;-0,806173180385245
"46";-0,993642842002083;0,69064773524564;-0,767672922294092
"47";-0,970085433836746;0,57195553536692;-0,753981126757887
"48";-0,938531315181652;-0,316887279327413;-0,0299952727264401
"49";-0,935940519292987;-0,813940438919939;0,557214163076734
"50";-0,912870572976751;-0,809100478151425;0,498688141613648
"51";-0,917980164231166;-0,701728751914291;0,361598965574125
"52";-0,748977547275366;-0,267842016414598;-0,437778370725454
"53";-0,901036878503483;0,621598573019196;-0,899849320670965
"54";-0,923921280777023;0,58322386217505;-0,849629194868576
"55";-0,910877851823562;0,644217728582971;-0,902435714649945
"56";-0,925678615789331;0,704540536328779;-0,920651604453038
"57";-0,685715577575463;0,255417520905419;-0,878870550718469
"58";-0,694962506031482;0,279646190240229;-0,88470190460628
"59";-0,322687145497666;-0,242307392037956;-0,840109887064869
"60";-0,244904186726219;-0,611511636268155;-0,617378411577443
"61";-0,635086849319905;-0,582162902202198;-0,258326064537354
"62";-0,958860663306885;-0,564791377242252;0,30729124831886
